FL_DATE,OP_UNIQUE_CARRIER,ORIGIN,DEST,ARR_DELAY,DEP_DELAY,CANCELLED,DIVERTED,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,CRS_DEP_TIME,CANCELLATION_REASON,Route,Month,Year,Day_Of_Week,Is_Weekend,Season,Delay_Category,Is_Delayed,CRS_DEP_HOUR,Time_Of_Day,Total_Cause_Delay,Dominant_Delay_Cause,Origin_Flight_Volume
2023-03-06 20:00:00,B6,ATL,JFK,-8,6,0,0,A,58,22,31,2,9,1079,Carrier,ATL → JFK,3,2023,Monday,False,Spring,Early/On-time,False,10,Morning,122,CARRIER_DELAY,347
2023-03-06 21:00:00,DL,ATL,JFK,32,55,1,0,B,87,4,16,2,67,2179,Weather,ATL → JFK,3,2023,Monday,False,Spring,Moderate Delay,True,21,Evening,176,CARRIER_DELAY,347
2023-03-06 22:00:00,UA,DFW,SEA,33,10,0,0,A,85,57,77,0,11,2169,Carrier,DFW → SEA,3,2023,Monday,False,Spring,Moderate Delay,True,21,Evening,230,CARRIER_DELAY,395
2023-03-06 23:00:00,B6,ATL,DEN,1,0,0,0,,38,25,16,2,9,2249,Not Cancelled / Unknown,ATL → DEN,3,2023,Monday,False,Spring,Minor Delay,False,22,Evening,90,CARRIER_DELAY,347
2023-03-07 00:00:00,UA,JFK,SFO,-102,57,0,0,A,14,52,20,6,59,1989,Carrier,JFK → SFO,3,2023,Tuesday,False,Spring,Early/On-time,False,19,Evening,151,LATE_AIRCRAFT_DELAY,384
2023-03-07 01:00:00,DL,LAX,DFW,-43,95,0,0,B,78,51,54,9,29,1625,Weather,LAX → DFW,3,2023,Tuesday,False,Spring,Early/On-time,False,16,Afternoon,221,CARRIER_DELAY,380
2023-03-07 02:00:00,WN,LAX,ORD,42,-26,0,0,A,73,9,5,7,23,1847,Carrier,LAX → ORD,3,2023,Tuesday,False,Spring,Moderate Delay,True,18,Evening,117,CARRIER_DELAY,380
2023-03-07 03:00:00,AA,DFW,DEN,-80,28,0,0,,27,21,48,7,68,1865,Not Cancelled / Unknown,DFW → DEN,3,2023,Tuesday,False,Spring,Early/On-time,False,18,Evening,171,LATE_AIRCRAFT_DELAY,395
2023-03-07 04:00:00,WN,ORD,ATL,68,-31,0,0,C,35,38,25,2,12,578,NAS,ORD → ATL,3,2023,Tuesday,False,Spring,Major Delay,True,5,Night,112,WEATHER_DELAY,401
2023-03-07 05:00:00,B6,SFO,ORD,61,32,0,0,,53,22,31,4,99,1136,Not Cancelled / Unknown,SFO → ORD,3,2023,Tuesday,False,Spring,Major Delay,True,11,Morning,209,LATE_AIRCRAFT_DELAY,367
2023-03-07 06:00:00,NK,DEN,SEA,16,-19,0,0,,16,10,71,0,8,2274,Not Cancelled / Unknown,DEN → SEA,3,2023,Tuesday,False,Spring,Moderate Delay,True,22,Evening,105,NAS_DELAY,374
2023-03-07 07:00:00,AA,DFW,JFK,41,60,0,0,B,85,27,43,8,17,2221,Weather,DFW → JFK,3,2023,Tuesday,False,Spring,Moderate Delay,True,22,Evening,180,CARRIER_DELAY,395
2023-03-07 08:00:00,B6,ATL,SFO,38,7,0,0,A,86,30,58,7,34,1019,Carrier,ATL → SFO,3,2023,Tuesday,False,Spring,Moderate Delay,True,10,Morning,215,CARRIER_DELAY,347
2023-03-07 09:00:00,DL,DEN,DEN,9,13,0,0,A,21,7,28,9,94,1157,Carrier,DEN → DEN,3,2023,Tuesday,False,Spring,Minor Delay,False,11,Morning,159,LATE_AIRCRAFT_DELAY,374
2023-03-07 10:00:00,AA,ORD,LAX,-46,77,1,1,A,74,52,16,1,87,1649,Carrier,ORD → LAX,3,2023,Tuesday,False,Spring,Early/On-time,False,16,Afternoon,230,LATE_AIRCRAFT_DELAY,401
2023-03-07 11:00:00,B6,ATL,ATL,58,-17,0,0,C,35,38,17,9,3,2190,NAS,ATL → ATL,3,2023,Tuesday,False,Spring,Moderate Delay,True,21,Evening,102,WEATHER_DELAY,347
2023-03-07 12:00:00,DL,SEA,DEN,78,39,0,0,A,28,47,39,0,40,568,Carrier,SEA → DEN,3,2023,Tuesday,False,Spring,Major Delay,True,5,Night,154,WEATHER_DELAY,352
2023-03-07 13:00:00,WN,SFO,SFO,-39,-13,0,0,A,54,27,62,3,25,1317,Carrier,SFO → SFO,3,2023,Tuesday,False,Spring,Early/On-time,False,13,Afternoon,171,NAS_DELAY,367
2023-03-07 14:00:00,NK,JFK,SEA,-48,59,0,0,C,41,15,74,8,43,276,NAS,JFK → SEA,3,2023,Tuesday,False,Spring,Early/On-time,False,2,Night,181,NAS_DELAY,384
2023-03-07 15:00:00,DL,ATL,DFW,8,83,0,0,C,31,45,44,7,41,1515,NAS,ATL → DFW,3,2023,Tuesday,False,Spring,Minor Delay,False,15,Afternoon,168,WEATHER_DELAY,347
2023-03-07 16:00:00,UA,JFK,ATL,-13,1,0,0,C,13,46,75,2,9,1586,NAS,JFK → ATL,3,2023,Tuesday,False,Spring,Early/On-time,False,15,Afternoon,145,NAS_DELAY,384
2023-03-07 17:00:00,DL,DEN,SEA,21,-75,0,0,B,17,51,78,9,72,1958,Weather,DEN → SEA,3,2023,Tuesday,False,Spring,Moderate Delay,True,19,Evening,227,NAS_DELAY,374
2023-03-07 18:00:00,DL,JFK,DEN,69,-15,0,0,,37,30,2,5,0,1494,Not Cancelled / Unknown,JFK → DEN,3,2023,Tuesday,False,Spring,Major Delay,True,14,Afternoon,74,CARRIER_DELAY,384
2023-03-07 19:00:00,NK,DEN,DFW,-86,109,0,0,C,33,40,2,8,53,2323,NAS,DEN → DFW,3,2023,Tuesday,False,Spring,Early/On-time,False,23,Evening,136,LATE_AIRCRAFT_DELAY,374
2023-03-07 20:00:00,UA,DEN,ATL,86,-11,0,0,A,44,47,37,9,15,233,Carrier,DEN → ATL,3,2023,Tuesday,False,Spring,Major Delay,True,2,Night,152,WEATHER_DELAY,374
2023-03-07 21:00:00,B6,DEN,DFW,-3,82,0,0,D,86,15,72,7,45,1265,Security,DEN → DFW,3,2023,Tuesday,False,Spring,Early/On-time,False,12,Afternoon,225,CARRIER_DELAY,374
2023-03-07 22:00:00,B6,DEN,DFW,38,-12,0,0,,31,4,39,9,12,31,Not Cancelled / Unknown,DEN → DFW,3,2023,Tuesday,False,Spring,Moderate Delay,True,0,Night,95,NAS_DELAY,374
2023-03-07 23:00:00,DL,DEN,ATL,42,-13,0,0,A,66,34,67,4,63,1371,Carrier,DEN → ATL,3,2023,Tuesday,False,Spring,Moderate Delay,True,13,Afternoon,234,NAS_DELAY,374
2023-03-08 00:00:00,UA,ATL,ATL,48,43,0,0,B,62,52,53,8,77,759,Weather,ATL → ATL,3,2023,Wednesday,False,Spring,Moderate Delay,True,7,Morning,252,LATE_AIRCRAFT_DELAY,347
2023-03-08 01:00:00,UA,DEN,DFW,17,38,0,0,B,54,24,19,8,86,1798,Weather,DEN → DFW,3,2023,Wednesday,False,Spring,Moderate Delay,True,17,Afternoon,191,LATE_AIRCRAFT_DELAY,374
2023-03-08 02:00:00,NK,ATL,SEA,28,46,0,0,A,42,12,14,2,54,1794,Carrier,ATL → SEA,3,2023,Wednesday,False,Spring,Moderate Delay,True,17,Afternoon,124,LATE_AIRCRAFT_DELAY,347
2023-03-08 03:00:00,WN,DEN,SFO,28,12,0,0,,21,28,4,7,62,792,Not Cancelled / Unknown,DEN → SFO,3,2023,Wednesday,False,Spring,Moderate Delay,True,7,Morning,122,LATE_AIRCRAFT_DELAY,374
2023-03-08 04:00:00,B6,JFK,JFK,-13,53,0,0,B,86,26,38,3,17,1391,Weather,JFK → JFK,3,2023,Wednesday,False,Spring,Early/On-time,False,13,Afternoon,170,CARRIER_DELAY,384
2023-03-08 05:00:00,NK,SEA,ATL,-64,50,0,0,D,67,39,39,9,60,761,Security,SEA → ATL,3,2023,Wednesday,False,Spring,Early/On-time,False,7,Morning,214,CARRIER_DELAY,352
2023-03-08 06:00:00,AA,DEN,DEN,-39,57,0,0,C,76,16,6,6,91,264,NAS,DEN → DEN,3,2023,Wednesday,False,Spring,Early/On-time,False,2,Night,195,LATE_AIRCRAFT_DELAY,374
2023-03-08 07:00:00,B6,ORD,ORD,10,-12,0,0,C,28,36,71,9,19,2262,NAS,ORD → ORD,3,2023,Wednesday,False,Spring,Minor Delay,False,22,Evening,163,NAS_DELAY,401
2023-03-08 08:00:00,NK,DEN,LAX,-20,53,0,0,A,39,37,32,7,64,281,Carrier,DEN → LAX,3,2023,Wednesday,False,Spring,Early/On-time,False,2,Night,179,LATE_AIRCRAFT_DELAY,374
2023-03-08 09:00:00,B6,DEN,DFW,-20,-8,0,0,A,44,28,36,6,63,529,Carrier,DEN → DFW,3,2023,Wednesday,False,Spring,Early/On-time,False,5,Night,177,LATE_AIRCRAFT_DELAY,374
2023-03-08 10:00:00,WN,JFK,DFW,95,5,1,0,A,9,57,31,4,75,1882,Carrier,JFK → DFW,3,2023,Wednesday,False,Spring,Major Delay,True,18,Evening,176,LATE_AIRCRAFT_DELAY,384
2023-03-08 11:00:00,AA,SFO,LAX,53,4,0,0,A,76,58,42,0,90,2028,Carrier,SFO → LAX,3,2023,Wednesday,False,Spring,Moderate Delay,True,20,Evening,266,LATE_AIRCRAFT_DELAY,367
2023-03-08 12:00:00,WN,LAX,JFK,3,-27,0,0,B,44,33,62,7,63,2049,Weather,LAX → JFK,3,2023,Wednesday,False,Spring,Minor Delay,False,20,Evening,209,LATE_AIRCRAFT_DELAY,380
2023-03-08 13:00:00,AA,JFK,LAX,45,-57,0,0,,16,29,35,4,12,815,Not Cancelled / Unknown,JFK → LAX,3,2023,Wednesday,False,Spring,Moderate Delay,True,8,Morning,96,NAS_DELAY,384
2023-03-08 14:00:00,DL,ORD,ATL,-3,60,0,0,B,1,30,48,2,67,463,Weather,ORD → ATL,3,2023,Wednesday,False,Spring,Early/On-time,False,4,Night,148,LATE_AIRCRAFT_DELAY,401
2023-03-08 15:00:00,NK,LAX,LAX,19,-16,0,0,D,16,21,24,1,88,1470,Security,LAX → LAX,3,2023,Wednesday,False,Spring,Moderate Delay,True,14,Afternoon,150,LATE_AIRCRAFT_DELAY,380
2023-03-08 16:00:00,AA,DFW,DFW,34,1,0,0,B,89,45,65,2,69,1386,Weather,DFW → DFW,3,2023,Wednesday,False,Spring,Moderate Delay,True,13,Afternoon,270,CARRIER_DELAY,395
2023-03-08 17:00:00,WN,DFW,LAX,-3,-17,0,0,D,37,24,8,8,56,163,Security,DFW → LAX,3,2023,Wednesday,False,Spring,Early/On-time,False,1,Night,133,LATE_AIRCRAFT_DELAY,395
2023-03-08 18:00:00,B6,SFO,ORD,-15,1,0,0,,36,3,17,1,44,1726,Not Cancelled / Unknown,SFO → ORD,3,2023,Wednesday,False,Spring,Early/On-time,False,17,Afternoon,101,LATE_AIRCRAFT_DELAY,367
2023-03-08 19:00:00,AA,ORD,DEN,70,-8,0,0,A,62,34,21,9,85,1610,Carrier,ORD → DEN,3,2023,Wednesday,False,Spring,Major Delay,True,16,Afternoon,211,LATE_AIRCRAFT_DELAY,401
2023-03-08 20:00:00,NK,JFK,ATL,42,63,1,0,,4,40,14,0,37,510,Not Cancelled / Unknown,JFK → ATL,3,2023,Wednesday,False,Spring,Moderate Delay,True,5,Night,95,WEATHER_DELAY,384
2023-03-08 21:00:00,AA,ATL,LAX,-86,-11,0,0,C,24,49,6,1,53,1797,NAS,ATL → LAX,3,2023,Wednesday,False,Spring,Early/On-time,False,17,Afternoon,133,LATE_AIRCRAFT_DELAY,347
2023-03-08 22:00:00,UA,ORD,DFW,-15,80,0,0,,72,43,12,1,35,1244,Not Cancelled / Unknown,ORD → DFW,3,2023,Wednesday,False,Spring,Early/On-time,False,12,Afternoon,163,CARRIER_DELAY,401
2023-03-08 23:00:00,B6,SEA,SEA,-20,57,0,0,C,21,8,35,4,66,554,NAS,SEA → SEA,3,2023,Wednesday,False,Spring,Early/On-time,False,5,Night,134,LATE_AIRCRAFT_DELAY,352
2023-03-09 00:00:00,NK,LAX,DEN,-12,-6,0,0,B,62,58,15,0,78,1306,Weather,LAX → DEN,3,2023,Thursday,False,Spring,Early/On-time,False,13,Afternoon,213,LATE_AIRCRAFT_DELAY,380
2023-03-09 01:00:00,NK,LAX,ATL,53,24,0,0,A,34,25,40,9,10,1908,Carrier,LAX → ATL,3,2023,Thursday,False,Spring,Moderate Delay,True,19,Evening,118,NAS_DELAY,380
2023-03-09 02:00:00,DL,DEN,DFW,15,32,0,0,A,54,26,20,7,97,1397,Carrier,DEN → DFW,3,2023,Thursday,False,Spring,Minor Delay,False,13,Afternoon,204,LATE_AIRCRAFT_DELAY,374
2023-03-09 03:00:00,WN,DFW,JFK,-47,45,0,0,C,19,26,27,1,26,258,NAS,DFW → JFK,3,2023,Thursday,False,Spring,Early/On-time,False,2,Night,99,NAS_DELAY,395
2023-03-09 04:00:00,DL,SFO,ORD,-2,49,0,0,,4,17,73,5,86,1224,Not Cancelled / Unknown,SFO → ORD,3,2023,Thursday,False,Spring,Early/On-time,False,12,Afternoon,185,LATE_AIRCRAFT_DELAY,367
2023-03-09 05:00:00,NK,LAX,SFO,39,19,0,0,C,38,29,16,4,16,1665,NAS,LAX → SFO,3,2023,Thursday,False,Spring,Moderate Delay,True,16,Afternoon,103,CARRIER_DELAY,380
2023-03-09 06:00:00,B6,ORD,JFK,5,-26,0,0,B,62,44,64,1,86,1403,Weather,ORD → JFK,3,2023,Thursday,False,Spring,Minor Delay,False,14,Afternoon,257,LATE_AIRCRAFT_DELAY,401
2023-03-09 07:00:00,AA,LAX,SFO,-14,37,0,0,,31,58,12,9,97,1865,Not Cancelled / Unknown,LAX → SFO,3,2023,Thursday,False,Spring,Early/On-time,False,18,Evening,207,LATE_AIRCRAFT_DELAY,380
2023-03-09 08:00:00,AA,SFO,ORD,29,2,0,0,D,62,45,35,0,84,765,Security,SFO → ORD,3,2023,Thursday,False,Spring,Moderate Delay,True,7,Morning,226,LATE_AIRCRAFT_DELAY,367
2023-03-09 09:00:00,B6,SFO,LAX,87,-99,0,0,B,73,30,57,5,32,64,Weather,SFO → LAX,3,2023,Thursday,False,Spring,Major Delay,True,0,Night,197,CARRIER_DELAY,367
2023-03-09 10:00:00,NK,SFO,ATL,35,27,1,0,A,39,41,19,5,4,1669,Carrier,SFO → ATL,3,2023,Thursday,False,Spring,Moderate Delay,True,16,Afternoon,108,WEATHER_DELAY,367
2023-03-09 11:00:00,AA,ORD,LAX,73,-17,1,0,A,16,2,51,2,80,2089,Carrier,ORD → LAX,3,2023,Thursday,False,Spring,Major Delay,True,20,Evening,151,LATE_AIRCRAFT_DELAY,401
2023-03-09 12:00:00,AA,ATL,ORD,-10,-6,0,0,,78,28,5,7,61,878,Not Cancelled / Unknown,ATL → ORD,3,2023,Thursday,False,Spring,Early/On-time,False,8,Morning,179,CARRIER_DELAY,347
2023-03-09 13:00:00,AA,DEN,ORD,14,12,0,0,,72,6,22,8,64,195,Not Cancelled / Unknown,DEN → ORD,3,2023,Thursday,False,Spring,Minor Delay,False,1,Night,172,CARRIER_DELAY,374
2023-03-09 14:00:00,WN,DFW,ORD,13,-50,0,0,B,31,17,41,2,70,1383,Weather,DFW → ORD,3,2023,Thursday,False,Spring,Minor Delay,False,13,Afternoon,161,LATE_AIRCRAFT_DELAY,395
2023-03-09 15:00:00,WN,LAX,SFO,20,17,0,0,B,22,15,23,8,66,1795,Weather,LAX → SFO,3,2023,Thursday,False,Spring,Moderate Delay,True,17,Afternoon,134,LATE_AIRCRAFT_DELAY,380
2023-03-09 16:00:00,UA,ORD,DEN,34,0,0,0,D,74,48,4,7,89,64,Security,ORD → DEN,3,2023,Thursday,False,Spring,Moderate Delay,True,0,Night,222,LATE_AIRCRAFT_DELAY,401
2023-03-09 17:00:00,DL,JFK,DFW,-26,-23,0,0,,59,56,31,4,79,1320,Not Cancelled / Unknown,JFK → DFW,3,2023,Thursday,False,Spring,Early/On-time,False,13,Afternoon,229,LATE_AIRCRAFT_DELAY,384
2023-03-09 18:00:00,B6,DFW,ATL,44,13,0,0,D,76,31,45,5,79,1450,Security,DFW → ATL,3,2023,Thursday,False,Spring,Moderate Delay,True,14,Afternoon,236,LATE_AIRCRAFT_DELAY,395
2023-03-09 19:00:00,B6,ATL,LAX,-58,-55,0,0,C,81,37,16,0,43,222,NAS,ATL → LAX,3,2023,Thursday,False,Spring,Early/On-time,False,2,Night,177,CARRIER_DELAY,347
2023-03-09 20:00:00,B6,ORD,LAX,-45,15,0,0,A,55,24,74,4,13,1532,Carrier,ORD → LAX,3,2023,Thursday,False,Spring,Early/On-time,False,15,Afternoon,170,NAS_DELAY,401
2023-03-09 21:00:00,UA,SEA,JFK,111,30,0,0,C,8,43,26,9,89,441,NAS,SEA → JFK,3,2023,Thursday,False,Spring,Major Delay,True,4,Night,175,LATE_AIRCRAFT_DELAY,352
2023-03-09 22:00:00,WN,SEA,SFO,-7,24,0,0,A,68,31,67,9,90,1437,Carrier,SEA → SFO,3,2023,Thursday,False,Spring,Early/On-time,False,14,Afternoon,265,LATE_AIRCRAFT_DELAY,352
2023-03-09 23:00:00,NK,DEN,ORD,47,43,0,0,,61,18,22,6,56,902,Not Cancelled / Unknown,DEN → ORD,3,2023,Thursday,False,Spring,Moderate Delay,True,9,Morning,163,CARRIER_DELAY,374
2023-03-10 00:00:00,NK,DEN,SEA,91,58,1,0,B,63,2,33,0,47,769,Weather,DEN → SEA,3,2023,Friday,False,Spring,Major Delay,True,7,Morning,145,CARRIER_DELAY,374
2023-03-10 01:00:00,UA,ATL,ORD,-89,8,0,0,,21,57,20,9,16,882,Not Cancelled / Unknown,ATL → ORD,3,2023,Friday,False,Spring,Early/On-time,False,8,Morning,123,WEATHER_DELAY,347
2023-03-10 02:00:00,NK,ATL,ORD,65,55,0,0,B,31,59,21,8,43,450,Weather,ATL → ORD,3,2023,Friday,False,Spring,Major Delay,True,4,Night,162,WEATHER_DELAY,347
2023-03-10 03:00:00,B6,DEN,SEA,44,8,0,0,,46,34,64,6,3,1102,Not Cancelled / Unknown,DEN → SEA,3,2023,Friday,False,Spring,Moderate Delay,True,11,Morning,153,NAS_DELAY,374
2023-03-10 04:00:00,DL,LAX,LAX,88,-15,0,0,B,1,49,31,3,80,742,Weather,LAX → LAX,3,2023,Friday,False,Spring,Major Delay,True,7,Morning,164,LATE_AIRCRAFT_DELAY,380
2023-03-10 05:00:00,AA,LAX,JFK,-38,-3,0,0,B,84,28,61,3,96,1609,Weather,LAX → JFK,3,2023,Friday,False,Spring,Early/On-time,False,16,Afternoon,272,LATE_AIRCRAFT_DELAY,380
2023-03-10 06:00:00,WN,ORD,DFW,80,22,0,0,C,51,10,27,9,29,1544,NAS,ORD → DFW,3,2023,Friday,False,Spring,Major Delay,True,15,Afternoon,126,CARRIER_DELAY,401
2023-03-10 07:00:00,WN,JFK,SEA,-18,55,0,0,A,87,5,6,6,84,1915,Carrier,JFK → SEA,3,2023,Friday,False,Spring,Early/On-time,False,19,Evening,188,CARRIER_DELAY,384
2023-03-10 08:00:00,UA,ORD,SFO,62,12,1,0,,87,18,53,5,80,1248,Not Cancelled / Unknown,ORD → SFO,3,2023,Friday,False,Spring,Major Delay,True,12,Afternoon,243,CARRIER_DELAY,401
2023-03-10 09:00:00,WN,JFK,DEN,13,-14,0,0,C,13,36,69,2,74,527,NAS,JFK → DEN,3,2023,Friday,False,Spring,Minor Delay,False,5,Night,194,LATE_AIRCRAFT_DELAY,384
2023-03-10 10:00:00,B6,ATL,ATL,49,69,0,0,C,36,44,13,8,54,723,NAS,ATL → ATL,3,2023,Friday,False,Spring,Moderate Delay,True,7,Morning,155,LATE_AIRCRAFT_DELAY,347
2023-03-10 11:00:00,NK,DFW,SFO,17,-45,0,0,,26,26,54,5,29,240,Not Cancelled / Unknown,DFW → SFO,3,2023,Friday,False,Spring,Moderate Delay,True,2,Night,140,NAS_DELAY,395
2023-03-10 12:00:00,B6,ORD,SEA,-67,-14,0,0,,23,4,57,1,17,2142,Not Cancelled / Unknown,ORD → SEA,3,2023,Friday,False,Spring,Early/On-time,False,21,Evening,102,NAS_DELAY,401
2023-03-10 13:00:00,UA,ORD,DFW,-125,47,0,0,C,63,25,43,9,83,364,NAS,ORD → DFW,3,2023,Friday,False,Spring,Early/On-time,False,3,Night,223,LATE_AIRCRAFT_DELAY,401
2023-03-10 14:00:00,B6,JFK,LAX,24,82,0,0,,69,34,45,1,97,1208,Not Cancelled / Unknown,JFK → LAX,3,2023,Friday,False,Spring,Moderate Delay,True,12,Afternoon,246,LATE_AIRCRAFT_DELAY,384
2023-03-10 15:00:00,NK,SFO,DEN,3,31,0,0,A,25,18,13,0,91,1159,Carrier,SFO → DEN,3,2023,Friday,False,Spring,Minor Delay,False,11,Morning,147,LATE_AIRCRAFT_DELAY,367
2023-03-10 16:00:00,DL,ATL,DEN,32,21,0,0,A,53,16,43,4,72,24,Carrier,ATL → DEN,3,2023,Friday,False,Spring,Moderate Delay,True,0,Night,188,LATE_AIRCRAFT_DELAY,347
2023-03-10 17:00:00,UA,ATL,DEN,3,0,1,0,C,14,53,40,9,43,1960,NAS,ATL → DEN,3,2023,Friday,False,Spring,Minor Delay,False,19,Evening,159,WEATHER_DELAY,347
2023-03-10 18:00:00,DL,SEA,ORD,105,33,0,0,B,28,34,72,5,61,561,Weather,SEA → ORD,3,2023,Friday,False,Spring,Major Delay,True,5,Night,200,NAS_DELAY,352
2023-03-10 19:00:00,AA,SFO,ATL,25,17,0,0,B,73,46,1,2,30,680,Weather,SFO → ATL,3,2023,Friday,False,Spring,Moderate Delay,True,6,Morning,152,CARRIER_DELAY,367
2023-03-10 20:00:00,DL,JFK,LAX,-5,-18,0,0,B,27,48,4,3,15,2147,Weather,JFK → LAX,3,2023,Friday,False,Spring,Early/On-time,False,21,Evening,97,WEATHER_DELAY,384
2023-03-10 21:00:00,AA,ATL,LAX,30,0,0,0,B,58,12,11,4,94,1616,Weather,ATL → LAX,3,2023,Friday,False,Spring,Moderate Delay,True,16,Afternoon,179,LATE_AIRCRAFT_DELAY,347
2023-03-10 22:00:00,AA,SFO,DEN,-4,-22,0,0,,72,13,77,3,92,1035,Not Cancelled / Unknown,SFO → DEN,3,2023,Friday,False,Spring,Early/On-time,False,10,Morning,257,LATE_AIRCRAFT_DELAY,367
2023-03-10 23:00:00,DL,DEN,LAX,19,12,0,0,C,20,29,76,8,76,719,NAS,DEN → LAX,3,2023,Friday,False,Spring,Moderate Delay,True,7,Morning,209,NAS_DELAY,374
2023-03-11 00:00:00,UA,SFO,ATL,-39,18,0,0,,9,57,46,2,22,2124,Not Cancelled / Unknown,SFO → ATL,3,2023,Saturday,True,Spring,Early/On-time,False,21,Evening,136,WEATHER_DELAY,367
2023-03-11 01:00:00,NK,LAX,ATL,14,77,0,0,D,3,47,78,4,13,586,Security,LAX → ATL,3,2023,Saturday,True,Spring,Minor Delay,False,5,Night,145,NAS_DELAY,380
2023-03-11 02:00:00,B6,SEA,JFK,-6,-11,0,0,B,61,56,34,6,1,973,Weather,SEA → JFK,3,2023,Saturday,True,Spring,Early/On-time,False,9,Morning,158,CARRIER_DELAY,352
2023-03-11 03:00:00,B6,DEN,SEA,-35,4,0,0,B,3,42,18,6,11,1846,Weather,DEN → SEA,3,2023,Saturday,True,Spring,Early/On-time,False,18,Evening,80,WEATHER_DELAY,374
2023-03-11 04:00:00,NK,DFW,SEA,103,62,0,0,B,5,16,78,5,57,1371,Weather,DFW → SEA,3,2023,Saturday,True,Spring,Major Delay,True,13,Afternoon,161,NAS_DELAY,395
2023-03-11 05:00:00,AA,ORD,JFK,-33,84,0,0,,89,36,62,8,91,1466,Not Cancelled / Unknown,ORD → JFK,3,2023,Saturday,True,Spring,Early/On-time,False,14,Afternoon,286,LATE_AIRCRAFT_DELAY,401
2023-03-11 06:00:00,AA,SEA,DFW,15,30,0,0,A,79,52,7,6,95,690,Carrier,SEA → DFW,3,2023,Saturday,True,Spring,Minor Delay,False,6,Morning,239,LATE_AIRCRAFT_DELAY,352
2023-03-11 07:00:00,UA,DFW,SEA,-21,1,0,0,A,71,14,22,3,55,87,Carrier,DFW → SEA,3,2023,Saturday,True,Spring,Early/On-time,False,0,Night,165,CARRIER_DELAY,395
2023-03-11 08:00:00,WN,ORD,ATL,28,-6,0,0,,15,17,12,9,23,493,Not Cancelled / Unknown,ORD → ATL,3,2023,Saturday,True,Spring,Moderate Delay,True,4,Night,76,LATE_AIRCRAFT_DELAY,401
2023-03-11 09:00:00,DL,LAX,ATL,-42,-61,0,0,C,37,47,22,8,36,1245,NAS,LAX → ATL,3,2023,Saturday,True,Spring,Early/On-time,False,12,Afternoon,150,WEATHER_DELAY,380
2023-03-11 10:00:00,AA,SFO,SEA,52,-25,0,0,A,48,13,30,5,28,2020,Carrier,SFO → SEA,3,2023,Saturday,True,Spring,Moderate Delay,True,20,Evening,124,CARRIER_DELAY,367
2023-03-11 11:00:00,B6,ATL,ATL,106,16,0,0,A,60,13,29,0,41,1141,Carrier,ATL → ATL,3,2023,Saturday,True,Spring,Major Delay,True,11,Morning,143,CARRIER_DELAY,347
2023-03-11 12:00:00,UA,DEN,JFK,-22,4,0,0,,64,44,41,8,17,135,Not Cancelled / Unknown,DEN → JFK,3,2023,Saturday,True,Spring,Early/On-time,False,1,Night,174,CARRIER_DELAY,374
2023-03-11 13:00:00,DL,JFK,DEN,69,36,0,0,,82,32,1,6,2,977,Not Cancelled / Unknown,JFK → DEN,3,2023,Saturday,True,Spring,Major Delay,True,9,Morning,123,CARRIER_DELAY,384
2023-03-11 14:00:00,UA,DEN,DEN,-2,4,0,0,B,49,37,10,5,76,2234,Weather,DEN → DEN,3,2023,Saturday,True,Spring,Early/On-time,False,22,Evening,177,LATE_AIRCRAFT_DELAY,374
2023-03-11 15:00:00,DL,LAX,LAX,82,-17,0,0,B,16,54,24,5,12,541,Weather,LAX → LAX,3,2023,Saturday,True,Spring,Major Delay,True,5,Night,111,WEATHER_DELAY,380
2023-03-11 16:00:00,DL,DFW,SFO,113,25,0,0,,27,10,28,3,28,929,Not Cancelled / Unknown,DFW → SFO,3,2023,Saturday,True,Spring,Major Delay,True,9,Morning,96,NAS_DELAY,395
2023-03-11 17:00:00,NK,JFK,SFO,4,112,0,0,D,43,10,21,3,65,1402,Security,JFK → SFO,3,2023,Saturday,True,Spring,Minor Delay,False,14,Afternoon,142,LATE_AIRCRAFT_DELAY,384
2023-03-11 18:00:00,AA,ATL,DEN,-53,0,0,0,,11,56,18,2,58,810,Not Cancelled / Unknown,ATL → DEN,3,2023,Saturday,True,Spring,Early/On-time,False,8,Morning,145,LATE_AIRCRAFT_DELAY,347
2023-03-11 19:00:00,UA,LAX,ORD,57,17,0,0,C,69,47,72,7,91,411,NAS,LAX → ORD,3,2023,Saturday,True,Spring,Moderate Delay,True,4,Night,286,LATE_AIRCRAFT_DELAY,380
2023-03-11 20:00:00,UA,JFK,JFK,25,45,0,0,,70,55,40,7,47,216,Not Cancelled / Unknown,JFK → JFK,3,2023,Saturday,True,Spring,Moderate Delay,True,2,Night,219,CARRIER_DELAY,384
2023-03-11 21:00:00,NK,LAX,ATL,37,-10,0,0,B,71,25,37,1,3,829,Weather,LAX → ATL,3,2023,Saturday,True,Spring,Moderate Delay,True,8,Morning,137,CARRIER_DELAY,380
2023-03-11 22:00:00,B6,SFO,SEA,0,62,0,0,A,2,2,28,4,50,1133,Carrier,SFO → SEA,3,2023,Saturday,True,Spring,Early/On-time,False,11,Morning,86,LATE_AIRCRAFT_DELAY,367
